column,feature_importance
dating_year_w2v=037,252.87614054977894
concat_title_SVD256=216,252.60883139570555
long_title_SVD256=099,252.56074084838232
description_SVD256=204,252.49893748760223
occupation_w2v=041,252.40430210530758
agg_min_diff_dating_year_late2early_grpby_art_series_id,252.37251513202986
tec_pro_w2v=006,251.58654269451895
concat_title_SVD256=234,250.6583636427919
tec_pro_w2v=043,250.51002693921328
long_title_SVD256=122,250.09440317749977
concat_title_SVD256=192,250.08737310767174
long_title_SVD256=128,249.63900374621153
concat_title_SVD256=028,249.45056779434285
sub_title_w*t,249.20055486510196
description_SVD256=255,248.72708375006914
title_SVD256=059,248.5046307494243
concat_title_SVD256=211,248.48467023173967
description_SVD256=179,248.48334702352682
concat_title_SVD256=219,248.37694280346236
concat_title_SVD256=142,248.1906551619371
concat_title_SVD256=104,247.67614584664503
description_SVD256=195,247.60661512613297
concat_title_SVD256=144,247.4634312093258
long_title_SVD256=123,247.42115953564644
title_SVD256=211,247.34439108272394
concat_title_SVD256=246,247.28342553973198
agg_min_sub_title_h*w*t*d_grpby_art_series_id,247.21744718154272
tec_pro_w2v=035,246.97924075027308
duration_birth2death,246.92326562603316
more_title_SVD256=090,246.90765864402056
agg_sum_agg_palette_sum_color_g_grpby_art_series_id,246.7929046228528
hist_mat_col_tech_pro_acq_w2v=037,246.59512751052776
concat_title_SVD256=040,246.14146284759045
more_title_SVD256=187,246.09630444149175
title_SVD256=227,246.0558960636457
hist_col_tec_w2v=044,245.96072995165983
col_tec_pro_w2v=033,245.9605370859305
more_title_SVD256=063,245.75872248162827
long_title_SVD256=027,245.63726179798445
description_SVD256=082,245.4736173848311
long_title_SVD256=168,245.23050251603127
concat_title_SVD256=198,244.54192495097718
more_title_SVD256=129,244.4816141227881
description_SVD256=066,244.3753216365973
more_title_SVD256=025,244.16072044273218
dating_year_w2v=056,244.02727036798993
agg_palette_max_color_b&g,243.82023380696774
concat_title_SVD256=221,243.74342210342488
concat_title_SVD256=139,243.44880188504854
long_title_SVD256=121,243.3512367879351
more_title_SVD256=070,243.07390993336836
long_title_SVD256=026,242.86959103743234
long_title_SVD256=018,242.84367370357117
concat_title_SVD256=243,241.544499228398
description_SVD256=233,241.45981821417809
long_title_SVD256=179,241.15224135667086
title_SVD256=201,241.0844071879983
long_title_SVD256=116,241.0758046557506
concat_title_SVD256=017,240.87378972272077
long_title_SVD256=232,240.65719936291376
dating_year_w2v=042,240.55742019663253
description_SVD256=057,240.34158827612796
long_title_SVD256=150,240.29055881500244
title_SVD256=228,239.91837563365698
concat_title_SVD256=143,239.6841755223771
title_SVD256=037,239.6727590933442
description_SVD256=055,239.52060430000225
hist_mat_col_tech_pro_acq_w2v=010,239.43616626660028
sub_title_num_words,239.10205395023027
title_SVD256=083,238.99602383871874
long_title_SVD256=134,238.93937635421753
long_title_SVD256=207,238.87961311886707
agg_std_agg_palette_sum_color_b&g_grpby_principal_maker,238.8665024290482
agg_std_sub_title_h*w_grpby_principal_maker,238.85124335686365
concat_title_SVD256=112,238.84716392060122
title_SVD256=003,238.69754740595818
long_title_SVD256=008,238.20206678162018
agg_z-score_agg_palette_sum_color_b&g_grpby_art_series_id,238.19397754470506
more_title_SVD256=103,237.80332795282206
long_title_SVD256=107,237.48245049019656
more_title_SVD256=244,237.282476618886
agg_palette_max_color_r,237.2789512897531
long_title_SVD256=241,237.14783412466446
agg_z-score_ratio_palletSumColorG_SubTitleH*W*T*D_grpby_principal_maker,237.12869141002497
more_title_SVD256=241,236.8968575025598
more_title_SVD256=043,236.56003185361624
dating_year_w2v=054,236.33469784259796
title_SVD256=215,235.98477420707545
more_title_SVD256=240,235.63811500991383
description_SVD256=107,235.33221271634102
description_SVD256=151,234.99276295676827
prod_palletSumColorR_SubTitleH*W*T*D,234.98389614125094
long_title_SVD256=136,234.81211779018244
more_title_SVD256=140,234.71778528640667
title_SVD256=032,234.61737528443336
more_title_SVD256=016,234.59986681987843
concat_title_SVD256=089,234.5231913626194
long_title_SVD256=041,234.12444972991943
more_title_SVD256=045,233.948296820124
concat_title_SVD256=166,233.6018698066473
description_SVD256=240,233.41854936381182
description_SVD256=217,233.21763621270657
agg_sum_agg_palette_sum_color_b&g_grpby_principal_maker,233.09412143627802
more_title_SVD256=080,232.86401019493738
more_title_SVD256=205,232.74458588163057
concat_title_SVD256=093,232.7144767368833
description_SVD256=140,232.7087351307273
more_title_SVD256=091,232.69107995182276
more_title_SVD256=015,232.45568707585335
concat_title_SVD256=207,232.41814494505525
more_title_SVD256=007,232.1522318224112
dating_year_w2v=003,231.9442285001278
more_title_SVD256=017,231.9006761262814
concat_title_SVD256=174,231.4401892249783
concat_title_SVD256=173,231.3914181937774
title_SVD256=018,231.2984550744295
description_SVD256=169,230.96168264498314
more_title_SVD256=125,230.46022351582846
more_title_SVD256=230,230.3137987057368
long_title_SVD256=110,229.99542251974344
long_title_SVD256=251,229.945302238067
concat_title_SVD256=121,229.75812304019928
more_title_SVD256=118,229.7569442515572
more_title_SVD256=013,229.72009016076723
concat_title_SVD256=182,229.10643104712167
long_title_SVD256=228,228.8588943729798
long_title_SVD256=144,228.68778716027737
long_title_SVD256=164,228.3695020476977
description_SVD256=139,228.11222875118256
long_title_SVD256=215,228.02448336035013
long_title_SVD256=096,228.00969088822603
agg_z-score_ratio_datingPeriod_durationSurvival_grpby_principal_maker,227.98857797682285
title_SVD256=205,227.3024969647328
long_title_SVD256=056,227.26671300828457
long_title_SVD256=115,227.1987915635109
tec_pro_w2v=017,227.1674910734097
concat_title_SVD256=208,226.96458282570043
description_SVD256=184,226.65175223598877
long_title_SVD256=062,226.47287146250406
concat_title_SVD256=241,226.16642950723568
more_title_SVD256=003,226.14709015438953
title_SVD256=172,225.72387556980053
title_SVD256=056,225.32998358706632
long_title_SVD256=103,225.28363052507243
agg_z-score_ratio_palletSumColorG_SubTitleH*W*T*D_grpby_art_series_id,225.2629430294037
more_title_SVD256=253,225.2336221051713
more_title_SVD256=072,224.80528044700623
concat_title_SVD256=136,224.66198407610258
concat_title_SVD256=180,224.54696413626274
long_title_SVD256=226,224.34421513974667
more_title_SVD256=224,224.30603322883448
long_title_SVD256=187,224.2986927976211
concat_title_SVD256=217,224.27314127484956
long_title_SVD256=070,224.0829949428638
agg_palette_max_color_r&b,224.06471195320287
description_SVD256=103,223.8498263011376
description_SVD256=061,223.75851511086026
agg_max_ratio_palletSumColorB_SubTitleH*W*T*D_grpby_principal_maker,223.43033307790756
hist_col_tec_w2v=020,222.95216572284698
long_title_SVD256=102,222.81068816532692
long_title_SVD256=174,222.44288633267084
more_title_SVD256=042,222.41570311039686
concat_title_SVD256=223,222.2790234858791
mat_col_tec_w2v=023,222.07325867811838
dating_year_w2v=050,221.6466573278109
long_title_SVD256=243,221.6036565154791
long_title_SVD256=022,221.37703234205642
agg_min_agg_palette_sum_color_r&b_grpby_art_series_id,221.32781190921864
more_title_SVD256=248,221.31500233213106
dating_year_w2v=032,220.96312373876572
description_SVD256=084,220.6443788309892
long_title_SVD256=237,220.55751217901707
more_title_SVD256=247,220.4374423970779
description_SVD256=038,220.02254713575044
description_SVD256=138,219.9873938585321
more_title_SVD256=122,219.78990049411854
hist_col_tec_w2v=036,219.68496674795946
title_SVD256=142,219.67438031733036
long_title_SVD256=129,219.36962384730577
concat_title_SVD256=094,218.91435690472522
long_title_SVD256=171,218.77062488595644
tec_pro_w2v=007,218.66353160887957
long_title_SVD256=203,218.63197837521633
concat_title_SVD256=204,218.63056624680758
concat_title_SVD256=057,218.62032665808997
description_SVD256=239,218.620267684261
more_title_SVD256=227,218.5759738186995
description_SVD256=208,218.50641572227082
title_SVD256=068,218.0003972897927
concat_title_SVD256=206,217.35991167277098
description_SVD256=191,216.90721607829133
concat_title_SVD256=189,216.89362563441196
concat_title_SVD256=171,216.82241593052944
concat_title_num_words,216.80551777034998
description_SVD256=176,216.76666365067163
concat_title_SVD256=078,216.76018236080805
concat_title_SVD256=249,216.25892286002636
title_SVD256=015,216.21009721358618
title_SVD256=063,216.08763974408308
prod_palletSumColorRG_SubTitleH*W*T*D,215.79059115300575
col_tec_pro_w2v=004,215.61917755007744
long_title_SVD256=064,215.29131480803093
concat_title_SVD256=190,215.23797687888145
hist_col_tec_w2v=007,215.08918652435145
title_SVD256=058,215.03548747797808
title_SVD256=153,214.98745520909628
more_title_SVD256=214,214.76119048893452
principal_maker_num_chars,214.72795188426971
title_SVD256=085,214.1779917627573
more_title_SVD256=174,214.03536761303744
description_SVD256=081,213.9538084367911
more_title_SVD256=069,213.84640121708313
more_title_SVD256=133,213.37150145073733
concat_title_SVD256=152,213.26522573580345
long_title_SVD256=034,213.22231904168925
description_SVD256=106,212.82137503971657
long_title_SVD256=007,212.72526260465384
more_title_SVD256=147,212.52285162111124
CE_place_of_birth,212.50918470819792
title_SVD256=012,212.4678726171454
long_title_SVD256=127,212.43149189899364
more_title_SVD256=022,211.97067616383234
agg_mean_sub_title_h*w_grpby_principal_maker,211.93018029133478
title_SVD256=185,211.81718603521585
long_title_SVD256=178,211.79448348780474
tec_pro_w2v=030,211.70153556019068
concat_title_SVD256=224,211.56764186918736
description_SVD256=019,211.47221888353428
concat_title_SVD256=083,211.4702748283744
concat_title_SVD256=240,211.36388736963272
long_title_SVD256=075,211.30918611834446
hist_mat_col_tech_pro_acq_w2v=061,211.27358504881462
dating_year_w2v=020,211.082754312704
agg_max_agg_palette_sum_color_g_grpby_principal_maker,211.06693784395853
dating_year_w2v=061,211.06213818490505
title_SVD256=014,210.99580260862908
concat_title_SVD256=220,210.78603197882572
description_SVD256=115,210.57736299435297
concat_title_SVD256=197,210.50673565020165
description_SVD256=036,210.3995989089211
sub_title_words_vs_chars,210.28152376413345
more_title_SVD256=219,210.23044542968273
description_SVD256=020,210.21703938146433
description_SVD256=121,209.889225743711
long_title_SVD256=049,209.87935454646745
title_SVD256=154,209.5721907367309
more_title_SVD256=036,209.556724747022
description_SVD256=083,208.97373088200888
long_title_SVD256=253,208.88860257963339
agg_min_agg_palette_sum_color_b_grpby_art_series_id,208.86409212648869
title_SVD256=121,208.45418118933836
long_title_SVD256=210,208.45076848566532
more_title_SVD256=249,208.42510435233513
description_SVD256=133,208.3592771217227
more_title_SVD256=198,208.05722096810737
description_SVD256=232,207.6476219346126
long_title_SVD256=044,207.5633057380716
tec_pro_w2v=036,207.54410158097744
title_SVD256=118,207.41634391744932
long_title_SVD256=152,207.33818540225425
concat_title_SVD256=115,207.11564736564955
long_title_SVD256=170,206.84460728491345
concat_title_SVD256=087,206.70021668324867
long_title_SVD256=029,206.6484019284447
long_title_SVD256=158,206.5754464144508
title_SVD256=047,206.4081857552131
description_SVD256=078,206.32542937994003
mat_col_tec_w2v=016,206.10008254647255
agg_sum_agg_palette_sum_color_r_grpby_principal_maker,205.994348667562
more_title_SVD256=055,205.89239793519178
title_SVD256=152,205.52315593262514
long_title_SVD256=194,205.46774151424566
prod_palletMeanColorR_SubTitleH*W,205.30149701237679
long_title_SVD256=120,204.96338672315082
agg_min_ratio_palletSumColorR_SubTitleH*W*T*D_grpby_art_series_id,204.83246065179506
concat_title_SVD256=110,204.7095586831371
concat_title_SVD256=119,204.44405344625315
concat_title_SVD256=132,204.43441963692507
hist_mat_col_tech_pro_acq_w2v=033,204.27273025736213
concat_title_SVD256=222,204.21928606927395
title_SVD256=151,204.20888708531857
mat_tec_pro_w2v=025,204.02595174809298
title_SVD256=246,204.02314195036888
more_title_SVD256=031,203.76639039317766
long_title_SVD256=167,203.72144943475723
long_title_SVD256=030,203.69731634110212
long_title_SVD256=083,203.37451175848642
more_title_SVD256=233,203.36685272306204
long_title_SVD256=186,203.36098531385264
long_title_SVD256=053,203.2183108230432
description_SVD256=229,203.07278092205524
description_SVD256=074,203.02044736842313
title_SVD256=102,202.77748243510723
title_SVD256=144,202.740045790871
description_SVD256=054,202.71922720472017
title_SVD256=017,202.67547544836998
long_title_SVD256=065,202.44696815808615
title_SVD256=076,202.30362364649773
mat_tec_pro_w2v=015,202.2261558547616
long_title_SVD256=247,202.07116828858852
description_SVD256=155,201.87225788335004
long_title_SVD256=048,201.86257850627103
long_title_SVD256=175,201.8371771077315
more_title_SVD256=113,201.80136113862196
long_title_SVD256=202,201.51167890181145
concat_title_SVD256=252,201.50705589105686
description_SVD256=069,201.3776267444094
title_SVD256=229,201.24198585624495
mat_tec_pro_w2v=042,201.15177458027998
description_SVD256=047,200.78647982080778
concat_title_SVD256=111,200.15763742725053
long_title_SVD256=074,200.10398554305235
more_title_SVD256=116,199.94354200114807
title_SVD256=177,199.7899324397246
agg_sum_ratio_palletSumColorB_SubTitleH*W*T*D_grpby_principal_maker,199.78574443856874
title_SVD256=106,199.76536930104098
title_SVD256=218,199.58083417018256
concat_title_SVD256=004,199.31205777823925
dating_year_w2v=017,198.8692678709825
long_title_SVD256=067,198.79675259565315
description_SVD256=192,198.21656112497053
description_SVD256=182,197.99898076057434
description_SVD256=227,197.8948009510835
concat_title_SVD256=253,197.53986538946629
more_title_SVD256=101,197.49211474259695
title_SVD256=195,197.45965284357467
concat_title_SVD256=203,197.05950755998492
long_title_SVD256=039,197.0102547655503
description_SVD256=231,196.92690831919512
concat_title_SVD256=025,196.91880562653145
long_title_SVD256=146,196.91105124975243
more_title_SVD256=170,196.69126645723978
title_SVD256=033,196.409937945505
col_tec_pro_w2v=044,196.3150016516447
title_SVD256=081,196.30836498737335
title_SVD256=038,195.98752965033054
long_title_SVD256=248,195.92928018172583
more_title_SVD256=048,195.78144322832426
long_title_SVD256=047,195.74198760092258
col_tec_pro_w2v=026,195.68870214621225
more_title_SVD256=251,195.66880588730177
long_title_SVD256=172,195.33194011201462
mat_tec_pro_w2v=045,195.06329173098007
title_SVD256=231,195.0575488259395
long_title_SVD256=080,194.85557184865078
long_title_SVD256=032,194.84585955242315
long_title_SVD256=055,194.7894026239713
concat_title_SVD256=048,194.76831675072512
agg_max_min_agg_palette_sum_color_b_grpby_principal_maker,194.75588056445122
concat_title_SVD256=081,194.7545474221309
hist_mat_col_tech_pro_acq_w2v=013,194.71030838539204
description_SVD256=156,194.64842066913843
concat_title_SVD256=117,194.53459314008555
prod_palletMeanColorG_SubTitleH*W,194.22966841608286
description_SVD256=119,194.21140833074847
concat_title_SVD256=154,194.03770350416502
concat_title_SVD256=251,193.7057667002082
title_SVD256=225,193.2980028266708
title_SVD256=158,193.2266839245955
title_SVD256=235,193.21993789573511
more_title_SVD256=108,193.18615769098201
concat_title_SVD256=006,193.07253789901733
long_title_SVD256=001,193.07057240853706
more_title_SVD256=207,193.07040256510177
description_SVD256=248,192.943380266428
long_title_SVD256=050,192.90304331233105
agg_max_agg_palette_sum_color_r&b&g_grpby_principal_maker,192.84709338843822
concat_title_SVD256=168,192.54623642315468
more_title_SVD256=136,192.37482051054636
long_title_SVD256=199,192.1707902053992
title_SVD256=253,192.13218217343092
title_SVD256=198,191.9824457714955
agg_mean_ratio_palletSumColorR_SubTitleH*W*T*D_grpby_art_series_id,191.9748295644919
agg_max_diff_dating_year_late2early_grpby_art_series_id,191.88885438938937
title_SVD256=188,191.77351024746895
agg_max_min_ratio_palletSumColorG_SubTitleH*W*T*D_grpby_principal_maker,191.42405090729395
title_SVD256=150,191.33905279636383
title_SVD256=214,191.25770727545023
concat_title_SVD256=101,191.18148490786552
concat_title_SVD256=248,191.13062484314045
more_title_SVD256=024,190.92008182158074
description_SVD256=122,190.7545780117313
title_SVD256=183,190.65663691361746
long_title_SVD256=219,190.46396529177824
long_title_SVD256=173,190.39970297614732
concat_title_SVD256=148,190.3318183372418
long_title_SVD256=204,190.2978526353836
more_title_SVD256=092,190.2057848672072
tec_pro_w2v=014,190.13031726827225
long_title_SVD256=093,190.07796650628248
hist_mat_col_tech_pro_acq_w2v=049,189.8820167283217
concat_title_SVD256=255,189.86638790369034
title_SVD256=113,189.8636339108149
more_title_SVD256=209,189.85681855678558
more_title_SVD256=109,189.21681578705707
title_SVD256=022,188.81276312718788
tec_pro_w2v=019,188.6378812417388
description_SVD256=012,188.58800719181696
description_SVD256=141,188.41968600576124
description_SVD256=001,188.24774365623793
long_title_SVD256=246,188.0753628909588
mat_col_tec_w2v=026,187.88014778743187
description_SVD256=145,187.63255147635937
more_title_SVD256=173,187.63219959537187
mat_tec_pro_w2v=061,187.6076693634192
concat_title_SVD256=169,187.57015366852283
dating_year_w2v=051,187.55156860252222
col_tec_pro_w2v=016,187.41042391459146
hist_mat_col_tech_pro_acq_w2v=044,187.15293374160925
concat_title_SVD256=122,187.13220721731582
title_SVD256=197,187.06968339284262
long_title_SVD256=069,187.05688055356345
long_title_SVD256=159,186.63181137790284
long_title_SVD256=231,186.5000452597936
description_SVD256=088,186.38548769553503
more_title_SVD256=121,186.37585537632307
description_SVD256=137,186.3066828995943
more_title_SVD256=110,186.26641554137072
long_title_SVD256=068,186.12879136701426
description_SVD256=202,186.0684732620915
more_title_SVD256=132,185.9608691210548
hist_mat_col_tech_pro_acq_w2v=006,185.8441280623277
long_title_SVD256=229,185.80232532322407
concat_title_SVD256=178,185.67916401227316
title_SVD256=140,185.6477869177858
title_SVD256=088,185.63596626867852
long_title_SVD256=149,185.60797695318857
mat_tec_pro_w2v=001,185.53054203093052
title_SVD256=200,185.51678596933684
concat_title_SVD256=138,185.46559297541776
title_SVD256=170,185.43380789955458
more_title_SVD256=218,185.29441764329871
concat_title_SVD256=133,185.2212187498808
long_title_SVD256=189,185.07223661740622
description_SVD256=214,185.06112708648047
concat_title_SVD256=021,184.76442884902158
title_SVD256=109,184.69914781550565
more_title_SVD256=155,184.54909674823284
title_SVD256=097,184.35727410266796
concat_title_SVD256=035,184.32047836482525
title_SVD256=119,184.30904132624468
concat_title_SVD256=008,184.21054344127575
title_SVD256=002,184.1498906786243
description_SVD256=026,183.91003951927027
long_title_SVD256=180,183.63478463888168
mat_tec_pro_w2v=054,183.63038783768812
concat_title_SVD256=072,183.371447528402
principal_maker_words_vs_chars,183.36123407632113
concat_title_SVD256=118,183.17381372551122
description_SVD256=245,183.13901729385057
title_SVD256=111,182.89270367225012
agg_min_ratio_palletSumColorB_SubTitleH*W*T*D_grpby_art_series_id,182.79327496886253
concat_title_SVD256=225,182.5073181092739
description_SVD256=148,182.42525932441154
description_SVD256=042,182.32410186032453
long_title_SVD256=200,182.12865067273378
title_SVD256=092,182.085667014122
dating_year_w2v=033,181.95707150300345
more_title_SVD256=181,181.9217416892449
concat_title_SVD256=201,181.48658681909242
description_SVD256=087,181.34496373434862
title_SVD256=011,181.28150404741368
description_SVD256=067,181.17801386614642
agg_sum_agg_palette_sum_color_g_grpby_principal_maker,181.01025458176932
title_SVD256=087,180.76134780794382
concat_title_SVD256=134,180.73894174893698
description_SVD256=100,180.67003837724528
description_SVD256=230,180.44079925119877
dating_year_w2v=060,180.39691497385502
description_SVD256=006,180.3284146140019
long_title_SVD256=081,180.16020700583854
concat_title_SVD256=202,179.96983085324368
long_title_SVD256=078,179.93214129408202
more_title_SVD256=038,179.72314983109632
title_SVD256=217,179.71750221401453
long_title_SVD256=036,179.55859243869781
title_SVD256=162,179.4803055425485
more_title_SVD256=212,179.43610940128565
more_title_SVD256=135,179.33859035621086
description_SVD256=108,179.2972168723742
long_title_SVD256=090,179.25575627138218
long_title_SVD256=217,179.24257038285336
description_SVD256=099,178.9236310174068
agg_max_min_sub_title_h*w_grpby_principal_maker,178.91724701722464
description_SVD256=094,178.87179413437843
hist_mat_col_tech_pro_acq_w2v=016,178.7055582664907
description_SVD256=218,178.60945601264635
title_SVD256=166,178.56531491875648
description_SVD256=252,178.39580022295317
more_title_SVD256=168,178.34841535488763
description_SVD256=162,178.2369009554386
concat_title_SVD256=184,178.20707362890244
long_title_SVD256=184,178.12533387790123
concat_title_SVD256=091,178.0785961498817
description_SVD256=215,177.78789400309324
title_SVD256=124,177.77429220577082
more_title_SVD256=204,177.68479049702486
concat_title_SVD256=140,177.40042927116156
agg_palette_max_color_r&b&g,177.38389481107393
agg_sum_dating_sorting_date_grpby_principal_maker,177.37068089842796
more_title_SVD256=058,177.01268411676088
description_SVD256=246,176.74549082666636
title_SVD256=239,176.60035192469755
description_SVD256=153,176.56932576497397
more_title_SVD256=033,176.29268114517131
long_title_SVD256=252,176.28442679345608
long_title_SVD256=004,176.243233208855
long_title_SVD256=225,176.07677234709263
more_title_SVD256=175,175.77365063627562
concat_title_SVD256=183,175.66340045134226
concat_title_SVD256=010,175.49661349753538
more_title_SVD256=077,175.48008534808955
agg_min_agg_palette_sum_color_r&b&g_grpby_art_series_id,175.4430088326335
concat_title_SVD256=228,175.38674124826989
title_SVD256=234,175.37539593378702
more_title_SVD256=215,175.18863602976003
concat_title_SVD256=114,174.93519882361093
long_title_SVD256=073,174.87986213217178
description_SVD256=095,174.86065005262694
title_SVD256=051,174.73328320185342
title_SVD256=254,174.53352435926595
long_title_SVD256=087,174.4718280993402
long_title_SVD256=198,174.3957094103098
more_title_SVD256=213,174.2626562702159
more_title_SVD256=162,174.03619809200367
title_SVD256=080,173.92496848106384
long_title_SVD256=106,173.77343487739563
title_SVD256=146,173.61320374409357
concat_title_SVD256=064,173.59122387195626
title_SVD256=028,173.57184414565563
description_SVD256=022,173.53060722351074
mat_tec_pro_w2v=035,173.50597502291203
hist_col_tec_w2v=057,173.36668666203818
more_title_SVD256=245,173.27232576409975
col_tec_pro_w2v=040,173.21391734977564
dating_sorting_date:02,173.1918042500814
agg_min_agg_palette_sum_color_b&g_grpby_principal_maker,173.10556962092718
title_SVD256=122,173.00239982207617
title_SVD256=086,172.97598337133726
description_SVD256=125,172.96228250612816
description_SVD256=212,172.8995686918497
long_title_SVD256=089,172.83686768760285
mat_tec_pro_w2v=007,172.81879605849585
long_title_SVD256=037,172.74469194064537
title_SVD256=136,172.69017150004706
title_SVD256=241,172.13866119086742
concat_title_SVD256=214,171.9175260066986
title_SVD256=103,171.87769985944033
agg_max_agg_palette_sum_color_b&g_grpby_principal_maker,171.73778646687666
col_tec_pro_w2v=043,171.72694381078085
agg_palette_mean_color_r,171.72656715412936
long_title_SVD256=117,171.68818897505602
more_title_SVD256=202,171.62190189709267
description_SVD256=189,171.28232713788748
more_title_SVD256=159,171.17494328816733
more_title_SVD256=243,171.11090200394392
more_title_SVD256=197,170.87964164962372
long_title_SVD256=071,170.76116058727106
description_SVD256=167,170.5900244464477
more_title_SVD256=138,170.55486031373343
description_SVD256=113,170.4605556577444
agg_mean_agg_palette_sum_color_r&b_grpby_art_series_id,170.33476550877094
agg_palette_median_color_r&g,170.23643131802478
description_SVD256=132,170.14958917101225
long_title_SVD256=015,170.12329378227392
mat_tec_w2v=017,169.99279037117958
concat_title_SVD256=113,169.9795429756244
title_SVD256=016,169.8463079035282
long_title_SVD256=255,169.78482728948197
long_title_SVD256=132,169.7238535657525
more_title_SVD256=144,169.35200526813665
description_SVD256=243,169.27759766578674
title_SVD256=045,169.08654946585497
concat_title_SVD256=242,168.55639801671109
agg_min_agg_palette_sum_color_b&g_grpby_art_series_id,168.32202650606632
title_SVD256=207,168.04305468002954
description_SVD256=092,167.99116004258394
title_SVD256=128,167.97799477229515
concat_title_SVD256=179,167.90092887481055
more_title_SVD256=023,167.83972040563822
long_title_SVD256=113,167.48928056905666
concat_title_SVD256=097,167.4721478521824
title_SVD256=232,167.39776786168417
more_title_SVD256=071,167.36461342374483
long_title_SVD256=183,167.3316135543088
more_title_SVD256=124,167.28387042880058
long_title_SVD256=085,167.206105068326
long_title_SVD256=017,167.1552261672914
concat_title_SVD256=070,167.1154274046421
mat_tec_pro_w2v=029,167.09543981651464
concat_title_SVD256=199,166.96788021425405
long_title_SVD256=109,166.93465878566107
concat_title_SVD256=195,166.9178972641627
title_SVD256=157,166.62185269097486
title_SVD256=199,166.53123094141483
agg_max_agg_palette_sum_color_b_grpby_principal_maker,166.40077819426855
description_SVD256=223,166.31383462498584
long_title_SVD256=190,166.22871615489325
title_SVD256=139,166.2031804000338
more_title_SVD256=056,165.782810151577
description_SVD256=118,165.72233487168947
title_SVD256=132,165.6438136920333
description_SVD256=128,165.6211051593224
long_title_SVD256=139,165.6207307005922
concat_title_SVD256=245,165.3991391311089
agg_palette_median_color_g,165.3758665372928
title_SVD256=191,165.32397093623877
title_SVD256=223,165.28028688331446
title_SVD256=226,164.74779003610215
description_SVD256=045,164.52461732675633
long_title_SVD256=230,164.48540938148895
description_SVD256=098,164.44578347355127
long_title_SVD256=098,164.38140671451887
title_SVD256=240,164.33864003792405
description_SVD256=147,164.3015461154282
concat_title_SVD256=058,164.24602917830148
concat_title_SVD256=080,164.23410685360432
title_SVD256=244,164.19462016721567
agg_nunique_title_grpby_principal_maker,164.06239157915115
more_title_SVD256=104,163.77794590095678
long_title_SVD256=124,163.6891128371159
long_title_SVD256=163,163.41618973513445
more_title_SVD256=208,163.38409648338953
concat_title_SVD256=172,163.3549367400507
title_SVD256=025,163.0545754035314
agg_mean_sub_title_h*w_grpby_art_series_id,163.018255452315
concat_title_SVD256=209,162.96686386565366
more_title_SVD256=158,162.84932221223912
title_SVD256=090,162.7169377207756
dating_year_w2v=039,162.62818109989166
more_title_SVD256=228,162.1815657367309
more_title_words_vs_unique,162.04109907895327
title_SVD256=192,162.00912550340095
more_title_SVD256=254,161.98558105528355
concat_title_SVD256=020,161.950330093503
agg_min_agg_palette_sum_color_r&g_grpby_art_series_id,161.91682087878385
long_title_SVD256=154,161.80610902855793
more_title_SVD256=087,161.60808697342873
long_title_SVD256=023,161.55237993597984
concat_title_SVD256=099,161.4986840610703
long_title_SVD256=057,161.08473969250917
description_SVD256=035,161.04126407702765
more_title_SVD256=149,160.69042785962424
title_SVD256=004,160.5051367978255
title_SVD256=084,160.45932518939176
concat_title_SVD256=157,160.3681318089366
description_SVD256=048,160.21354917436838
title_SVD256=159,160.17224119851986
agg_palette_median_color_r&b,160.14872719347477
more_title_SVD256=098,160.12390198310217
concat_title_SVD256=095,160.09060441454253
concat_title_SVD256=077,160.03073576589426
more_title_SVD256=034,160.00989293058714
description_SVD256=157,159.82177027563253
title_SVD256=156,159.66927001376948
description_SVD256=117,159.5317165479064
dating_year_w2v=063,159.47293242812157
long_title_SVD256=125,159.38618333637714
hist_mat_col_tec_pro_w2v=036,159.34211252629757
title_SVD256=193,159.30210908005634
more_title_SVD256=112,159.1986391916871
long_title_SVD256=244,159.1951598202189
mat_tec_pro_w2v=048,159.11567495018244
description_SVD256=207,159.08210801084837
title_SVD256=073,158.99283949037394
long_title_SVD256=211,158.88824906448522
hist_mat_col_tech_pro_acq_w2v=046,158.61972545584044
title_SVD256=190,158.4939382225275
title_SVD256=053,158.45296817521253
title_SVD256=060,158.44636975228786
description_SVD256=228,158.30339497451982
long_title_SVD256=206,158.19978797932467
description_SVD256=213,158.02003455162048
more_title_SVD256=086,157.9475187137723
agg_nunique_art_series_id_grpby_principal_maker,157.5419459839662
description_SVD256=200,157.32616988321146
more_title_SVD256=172,157.28525374333063
description_SVD256=150,157.27350244422755
more_title_SVD256=084,157.0968772235016
more_title_num_words,157.03240854293108
more_title_SVD256=150,157.00387354691824
title_SVD256=034,156.62401077648005
long_title_SVD256=155,156.60582313189903
long_title_SVD256=143,155.9905530139804
title_SVD256=148,155.98480559388796
dating_year_w2v=053,155.94309917092323
tec_pro_w2v=013,155.81289366384348
more_title_SVD256=054,155.41151713828245
title_SVD256=206,155.38114853700003
title_SVD256=203,155.34434512257576
agg_std_ratio_palletSumColorB_SubTitleH*W*T*D_grpby_principal_maker,155.13583318392435
description_SVD256=250,155.05953399464488
concat_title_SVD256=193,154.96505503728986
long_title_SVD256=151,154.724490262568
mat_tec_pro_w2v=053,154.61659363657236
col_tec_pro_w2v=046,154.55047626296678
concat_title_SVD256=059,154.43606733034053
