column,feature_importance
hist_mat_col_tec_pro_w2v=038,154.41696751117706
description_SVD256=172,153.9976129035155
description_SVD256=186,153.87214854111275
long_title_SVD256=227,153.68696289261183
title_SVD256=187,153.64422481507063
title_SVD256=027,153.6413376952211
long_title_SVD256=131,153.6052015076081
title_SVD256=130,153.52701653043428
more_title_SVD256=190,153.44905991852283
hist_mat_col_tec_pro_w2v=008,152.97190512468418
more_title_SVD256=221,152.90934055298567
agg_sum_ratio_palletSumColorG_SubTitleH*W*T*D_grpby_principal_maker,152.8555504580339
concat_title_SVD256=155,152.70509896675745
more_title_SVD256=057,152.687320937713
concat_title_SVD256=086,152.61216920117536
title_SVD256=013,152.60390402873358
long_title_SVD256=114,152.6009757394592
concat_title_SVD256=061,152.37717407941818
title_SVD256=143,152.23332185298204
more_title_SVD256=095,152.15181862562895
more_title_SVD256=153,151.98092251022658
more_title_SVD256=119,151.9260903944572
title_SVD256=044,151.7466490417719
description_SVD256=105,151.40112528204918
more_title_SVD256=145,151.37715118875107
description_SVD256=040,151.33227433015904
agg_std_ratio_palletSumColorG_SubTitleH*W*T*D_grpby_art_series_id,151.13409954309464
more_title_SVD256=075,151.1208650842309
long_title_SVD256=092,151.09898134072623
agg_mean_dating_sorting_date_grpby_art_series_id,151.06125686566034
description_SVD256=023,150.87632076938948
long_title_SVD256=245,150.7527411878109
concat_title_SVD256=126,150.68931116660437
long_title_SVD256=169,150.64792555818954
more_title_SVD256=100,150.58236545821032
concat_title_SVD256=063,150.5533314794302
more_title_num_unique_words,150.54611147443453
title_SVD256=160,150.5034974962473
tec_pro_w2v=025,150.43730269124111
long_title_SVD256=156,150.37090355654558
title_SVD256=072,150.29796660443148
title_SVD256=001,150.2034122645855
title_SVD256=209,150.2001550619801
title_SVD256=210,150.15125814080238
title_SVD256=066,150.08047991494337
title_SVD256=098,149.98183530817428
concat_title_SVD256=074,149.96456697086492
ratio_palletSumColorG_SubTitleH*W*T*D,149.96187842140594
concat_title_SVD256=151,149.80065993467966
concat_title_SVD256=167,149.69567274302244
concat_title_SVD256=076,149.58894414206347
description_SVD256=014,149.54470384617647
title_SVD256=061,149.5137326642871
title_SVD256=043,149.50375689566135
more_title_SVD256=106,149.34369150300822
concat_title_SVD256=210,149.25965550045171
description_SVD256=030,148.9719963570436
description_SVD256=097,148.85973541935286
title_SVD256=165,148.84206111480793
hist_mat_col_tec_pro_w2v=017,148.7568742906054
mat_tec_pro_w2v=060,148.69262518982092
description_SVD256=236,148.6667274584373
agg_min_agg_palette_sum_color_b_grpby_principal_maker,148.57523758212724
more_title_SVD256=117,148.23475577930608
hist_mat_col_tech_pro_acq_w2v=019,148.1445189664761
long_title_SVD256=084,148.02920881907144
col_tec_pro_w2v=013,147.88217187424502
long_title_SVD256=126,147.73931276549897
description_SVD256=234,147.63031453390917
description_SVD256=130,147.56495900452137
description_SVD256=152,147.5438419803977
mat_tec_pro_w2v=031,147.54257526993752
long_title_SVD256=165,147.53404447436333
description_SVD256=222,147.45281707743803
hist_mat_col_tech_pro_acq_w2v=034,147.4025980749478
title_SVD256=145,147.2864277039965
more_title_SVD256=076,147.21100861082473
concat_title_SVD256=227,147.14119039475918
description_SVD256=193,147.11762999743223
concat_title_SVD256=084,147.05204740911722
title_SVD256=167,147.03215438624224
more_title_SVD256=078,147.02588201562563
mat_tec_w2v=004,147.00007545699677
concat_title_SVD256=131,146.90779896328846
more_title_SVD256=191,146.89581598589817
more_title_SVD256=088,146.8398824085792
more_title_SVD256=192,146.77726186811924
concat_title_SVD256=235,146.56787564357123
tec_pro_w2v=029,146.55163534730673
title_SVD256=224,146.54193764925003
agg_palette_median_color_b&g,146.44271122167507
hist_col_tec_w2v=052,146.1390519241492
mat_tec_pro_w2v=028,145.78083664178848
description_SVD256=201,145.67851372559866
description_SVD256=165,145.675052665174
more_title_SVD256=152,145.5680392185847
long_title_SVD256=138,145.53257861733437
concat_title_SVD256=082,145.48888114094734
more_title_SVD256=232,145.38290557265282
concat_title_SVD256=160,145.3669089426597
title_SVD256=005,145.25811036676168
description_SVD256=224,145.0107973019282
title_SVD256=189,144.8928504884243
more_title_SVD256=185,144.87142623215914
mat_tec_w2v=055,144.85579147934914
agg_max_min_agg_palette_sum_color_r&b_grpby_principal_maker,144.72660760084787
long_title_SVD256=105,144.54274737089872
more_title_SVD256=196,144.31454183657965
more_title_SVD256=242,144.29807523886362
title_SVD256=238,144.28853864471117
concat_title_SVD256=181,143.83998104433218
more_title_SVD256=225,143.74892767270407
title_SVD256=052,143.3865184560418
tec_pro_w2v=040,143.3850000227491
concat_title_SVD256=039,143.31079802413782
more_title_SVD256=085,143.07632120947042
description_SVD256=043,142.9209334651629
concat_title_SVD256=067,142.88232656319937
title_SVD256=048,142.71516793717942
more_title_SVD256=115,142.70476064582667
more_title_SVD256=141,142.69680360207954
title_SVD256=173,142.633087101082
title_SVD256=204,142.41132289667925
title_SVD256=182,142.37788475801548
title_SVD256=212,142.37449745585522
mat_tec_pro_w2v=041,142.34697794914246
title_SVD256=245,142.30865224699178
mat_tec_pro_w2v=030,142.13677409291267
concat_title_SVD256=187,142.08428369710842
more_title_SVD256=111,142.0037383288145
title_SVD256=176,141.63524806996188
description_SVD256=203,141.5285040140152
more_title_SVD256=195,141.38537973165512
title_SVD256=255,141.33501236637434
more_title_SVD256=082,140.91218376656374
title_SVD256=236,140.80790766576925
more_title_SVD256=028,140.6581950659553
description_SVD256=120,140.53633866707483
long_title_SVD256=079,140.53244403004646
description_num_punctuation,140.46326649188995
more_title_SVD256=182,140.34743831058344
mat_tec_pro_w2v=063,140.23525894184908
title_SVD256=105,140.14762901266417
more_title_SVD256=189,139.9979933897654
long_title_SVD256=208,139.9248020797968
more_title_SVD256=065,139.749435454607
long_title_SVD256=234,139.53890502949557
title_SVD256=116,139.37909777462482
description_SVD256=175,139.23236319422722
title_SVD256=186,139.17406131823859
more_title_SVD256=156,139.15130302806696
title_SVD256=216,139.11388662209114
hist_col_tec_w2v=024,139.0909268707037
title_SVD256=046,139.04282824943462
concat_title_SVD256=149,138.8695172717174
long_title_SVD256=077,138.72050352642933
concat_title_SVD256=156,138.58474357922873
concat_title_SVD256=049,138.46105533341566
col_tec_pro_w2v=002,138.43761256833872
description_SVD256=076,138.4007044583559
title_SVD256=230,138.35393996536732
description_SVD256=079,138.23383171111345
title_SVD256=213,138.20382255812487
tec_pro_w2v=034,137.88887163375816
more_title_SVD256=130,137.86467836797237
long_title_SVD256=193,137.77064003050327
title_SVD256=101,137.74520739912987
hist_mat_col_tec_pro_w2v=031,137.70626643300056
hist_mat_col_tech_pro_acq_w2v=000,137.52191918591657
title_SVD256=091,137.50246808181205
title_SVD256=237,137.49221995224556
title_SVD256=031,137.41513500114283
concat_title_SVD256=161,137.0841519186894
long_title_SVD256=003,137.06196949382624
title_SVD256=035,136.81715828180313
mat_tec_pro_w2v=032,136.67005725204945
description_SVD256=235,136.40687206635872
agg_max_diff_dating_year_late2early_grpby_principal_maker,136.40110401809216
more_title_SVD256=032,136.36497787882885
agg_z-score_ratio_palletSumColorB_SubTitleH*W*T*D_grpby_art_series_id,136.3497936973969
title_SVD256=175,136.32802686840296
mat_tec_pro_w2v=023,136.25990834335485
mat_tec_pro_w2v=002,136.11964570482573
more_title_SVD256=127,136.065354625384
long_title_SVD256=240,136.05730579296747
hist_mat_col_tech_pro_acq_w2v=055,135.89560586462417
title_SVD256=169,135.8830140531063
title_SVD256=071,135.8248584419489
long_title_SVD256=166,135.7479117413362
description_SVD256=206,135.7101866453886
concat_title_SVD256=098,135.5456587523222
concat_title_SVD256=175,135.53037648399672
more_title_SVD256=223,135.49252693603435
title_SVD256=171,135.1011806949973
title_SVD256=180,135.096253991127
hist_mat_col_tec_pro_w2v=063,135.0559742835661
tec_pro_w2v=016,134.9544691927731
prod_palletSumColorG_SubTitleH*W*T*D,134.88096080223718
hist_mat_col_tec_pro_w2v=046,134.82421380033097
more_title_SVD256=237,134.65031613906226
agg_min_diff_dating_year_late2early_grpby_principal_maker,134.58933981259665
title_SVD256=114,134.57427422205606
title_SVD256=131,134.5679747958978
long_title_SVD256=236,134.5254362349709
long_title_SVD256=195,134.0541956871748
more_title_SVD256=094,133.90674983958402
col_tec_pro_w2v=019,133.69365445276102
title_SVD256=134,133.4580969462792
title_SVD256=120,133.32297634333372
agg_max_sub_title_h*w_grpby_principal_maker,133.28576297064623
description_SVD256=033,133.20900440464416
concat_title_SVD256=137,133.14818647007147
more_title_SVD256=235,133.10365531841913
more_title_SVD256=128,133.0723424628377
title_SVD256=141,132.86397470285496
hist_mat_col_tech_pro_acq_w2v=001,132.6716869895657
mat_tec_pro_w2v=043,132.55875855187574
concat_title_SVD256=145,132.50936201711497
long_title_SVD256=137,132.2524015729626
title_SVD256=161,132.03610185782114
col_tec_pro_w2v=023,131.99469897150993
description_SVD256=174,131.96847045669952
long_title_SVD256=224,131.8889294192195
title_SVD256=181,131.84492372721434
concat_title_SVD256=085,131.8351675197482
description_SVD256=034,131.814630938073
title_SVD256=070,131.67073446760574
long_title_SVD256=088,131.54011821001768
more_title_SVD256=188,131.49648500978947
description_SVD256=146,131.31443463762602
description_SVD256=188,130.93888049821058
hist_mat_col_tech_pro_acq_w2v=028,130.87838788082203
more_title_SVD256=171,130.73449669778347
mat_tec_w2v=032,130.6563784778118
description_SVD256=129,130.59216322004795
more_title_SVD256=206,130.54508174459139
title_SVD256=069,130.23640918483338
agg_mean_ratio_palletSumColorR_SubTitleH*W*T*D_grpby_principal_maker,130.1870531141758
mat_tec_pro_w2v=047,129.97037451341748
concat_title_SVD256=103,129.96781566242376
agg_palette_sum_color_r,129.85781429211298
title_SVD256=019,129.75008580088615
concat_title_SVD256=205,129.73729764421782
concat_title_SVD256=128,129.6908268108964
concat_title_SVD256=043,129.55269237359366
agg_max_agg_palette_sum_color_r_grpby_principal_maker,129.52193133533
concat_title_SVD256=073,129.51883085568747
more_title_SVD256=143,129.46478055417538
mat_col_tec_w2v=006,129.4594542682171
col_tec_pro_w2v=059,129.3850910117229
hist_mat_col_tech_pro_acq_w2v=059,129.27460224926472
description_SVD256=198,129.22681306302547
hist_col_tec_w2v=058,129.1054308215777
description_SVD256=163,129.07080309589705
description_SVD256=112,128.94528332352638
concat_title_SVD256=050,128.89711168408394
concat_title_SVD256=079,128.7390123705069
hist_mat_col_tech_pro_acq_w2v=023,128.63667731235424
tec_pro_w2v=026,128.52143654227257
more_title_SVD256=157,128.39024682839712
description_SVD256=134,128.00959003468355
description_SVD256=056,127.91174486279488
more_title_SVD256=131,127.87085618327062
agg_max_agg_palette_sum_color_r&b_grpby_art_series_id,127.86284153163433
agg_mean_agg_palette_sum_color_r_grpby_art_series_id,127.46665868163109
description_SVD256=028,127.29179927706718
concat_title_SVD256=060,127.20783513536055
title_SVD256=196,127.02427446345489
long_title_SVD256=145,126.98579766849677
hist_mat_col_tec_pro_w2v=040,126.92865086967747
hist_mat_col_tech_pro_acq_w2v=035,126.92567606270313
description_SVD256=064,126.81864999234676
title_SVD256=024,126.52238953610261
hist_col_tec_w2v=029,126.3333088606596
agg_palette_median_color_r&b&g,125.93876253565152
more_title_num_punctuation,125.91911789774895
title_SVD256=020,125.53510706375043
description_SVD256=149,125.25713603074352
description_SVD256=093,125.19365744541089
title_SVD256=123,125.14201402664185
description_SVD256=096,125.13150742650032
col_tec_pro_w2v=020,125.10079739491145
hist_mat_col_tec_pro_w2v=005,125.01338755339384
hist_mat_col_tech_pro_acq_w2v=048,125.00461314246058
agg_sum_ratio_datingPeriod_durationSurvival_grpby_art_series_id,124.97978992263477
long_title_SVD256=013,124.89904832839966
long_title_SVD256=006,124.86165108780067
title_SVD256=040,124.78460298478603
title_SVD256=147,124.77151823540528
description_SVD256=127,124.75886595249176
hist_mat_col_tech_pro_acq_w2v=054,124.68804903576772
hist_mat_col_tech_pro_acq_w2v=012,124.59906990329425
mat_tec_pro_w2v=037,124.32713593045871
more_title_SVD256=154,124.32246298591296
hist_col_tec_w2v=032,124.15463796257973
title_SVD256=164,123.96820532530546
concat_title_SVD256=109,123.73612946023543
more_title_SVD256=083,123.72279036045074
description_SVD256=221,123.6842731932799
title_SVD256=126,123.67448569337527
CE_acquisition_credit_line,123.59052196641763
concat_title_SVD256=196,123.08791573842366
more_title_SVD256=184,123.0061682164669
mat_tec_w2v=000,122.93914398550987
agg_palette_mean_color_b&g,122.9384773299098
more_title_SVD256=060,122.88241087396939
agg_min_ratio_palletSumColorG_SubTitleH*W*T*D_grpby_principal_maker,122.77384200692177
more_title_SVD256=081,122.72224698960781
description_SVD256=085,122.59356947739919
mat_tec_pro_w2v=050,122.3676371127367
hist_mat_col_tech_pro_acq_w2v=007,122.05072503661115
more_title_SVD256=079,121.76675715794165
description_SVD256=039,121.39288013180096
hist_col_tec_w2v=055,121.15522595246632
long_title_SVD256=222,121.05342725416024
hist_mat_col_tech_pro_acq_w2v=024,120.86666585629185
title_SVD256=049,120.76081680754821
hist_mat_col_tec_pro_w2v=007,120.45227380096912
title_SVD256=074,120.3264941573143
more_title_SVD256=050,120.29956123232841
more_title_SVD256=200,120.00050086776416
long_title_SVD256=061,119.89890145262082
concat_title_SVD256=096,119.79331860939662
description_SVD256=160,119.67798293630283
description_SVD256=161,119.31986559430759
description_SVD256=171,119.319338525335
agg_std_ratio_palletSumColorB_SubTitleH*W*T*D_grpby_art_series_id,119.09522575636704
agg_mean_ratio_palletSumColorB_SubTitleH*W*T*D_grpby_principal_maker,118.88259022434552
tec_pro_w2v=054,118.80680933843057
concat_title_SVD256=034,118.77483575046062
long_title_SVD256=153,118.59745588650306
more_title_SVD256=142,118.43361602226894
description_SVD256=136,118.39943904305498
more_title_SVD256=021,118.34632402161758
agg_max_min_ratio_palletSumColorR_SubTitleH*W*T*D_grpby_principal_maker,118.33248696227868
agg_std_ratio_palletSumColorG_SubTitleH*W*T*D_grpby_principal_maker,118.24571513632934
description_SVD256=194,118.16780923306942
more_title_SVD256=134,117.78521649291118
hist_mat_col_tec_pro_w2v=051,117.73168419798215
description_SVD256=111,117.65147821605206
col_tec_pro_w2v=051,117.64638254543145
hist_col_tec_w2v=060,117.62319935361545
title_SVD256=093,117.48718537886937
agg_min_ratio_palletSumColorB_SubTitleH*W*T*D_grpby_principal_maker,117.44400020937125
hist_col_tec_w2v=025,117.41113581260045
title_SVD256=155,117.38184999426205
description_SVD256=173,117.11397160713871
more_title_SVD256=146,116.85719760258992
description_SVD256=251,116.79053480923176
hist_mat_col_tec_pro_w2v=035,116.71605781714122
mat_tec_pro_w2v=040,116.58094561100006
tec_pro_w2v=048,116.34929715345304
mat_tec_pro_w2v=055,116.34312518437703
title_SVD256=112,116.28376203775406
col_tec_pro_w2v=008,116.11567224065463
title_SVD256=054,116.09423750638962
more_title_SVD256=203,115.83873294790585
title_SVD256=247,115.81915670384963
tec_pro_w2v=044,115.61137356360753
more_title_SVD256=238,115.39425158997376
description_SVD256=041,115.34051067133744
hist_mat_col_tech_pro_acq_w2v=026,115.13909471655886
long_title_SVD256=196,115.09495849907398
hist_mat_col_tech_pro_acq_w2v=021,115.08367786556482
hist_mat_col_tech_pro_acq_w2v=062,114.90906864528854
description_SVD256=135,114.85447498535116
concat_title_SVD256=124,114.84038659433524
title_SVD256=057,114.66797496378422
more_title_SVD256=120,114.47829173008601
title_SVD256=117,114.32635176554322
agg_palette_mean_color_r&g,114.18199577679236
agg_mean_sub_title_h*w*t*d_grpby_principal_maker,114.17970283081134
agg_max_agg_palette_sum_color_r_grpby_art_series_id,114.1496167331934
title_SVD256=222,114.10908028235038
hist_mat_col_tech_pro_acq_w2v=060,113.81739179417491
agg_sum_sub_title_h*w_grpby_art_series_id,113.1723710000515
sub_title_h*w,113.13981055965026
description_SVD256=063,112.5653859352072
more_title_SVD256=107,112.4751429905494
mat_tec_pro_w2v=062,112.3424038986365
col_tec_pro_w2v=001,112.27974214156468
hist_mat_col_tech_pro_acq_w2v=025,112.24176820740104
title_SVD256=104,112.1464587499698
description_SVD256=102,112.0276221682628
mat_tec_pro_w2v=017,111.93875888486703
prod_palletSumColorB_SubTitleH*W*T*D,111.89015345275402
tec_pro_w2v=053,111.71999059369166
mat_tec_pro_w2v=039,111.5792496651411
hist_mat_col_tech_pro_acq_w2v=004,111.32896992315848
hist_mat_col_tech_pro_acq_w2v=030,110.64057538410027
more_title_SVD256=180,110.62656965355079
more_title_SVD256=123,110.57711076239745
mat_tec_pro_w2v=018,110.55849043031533
agg_mean_agg_palette_sum_color_b_grpby_art_series_id,110.27480315168698
concat_title_SVD256=127,110.1988309820493
col_tec_pro_w2v=005,110.16131410499413
tec_pro_w2v=051,110.11561486621697
tec_pro_w2v=057,109.76247489204009
concat_title_SVD256=239,109.5514415750901
more_title_SVD256=169,109.5181332056721
title_SVD256=107,109.29487064729135
agg_palette_mean_color_g,109.20892452945311
mat_tec_pro_w2v=005,109.17104074110587
agg_max_agg_palette_sum_color_g_grpby_art_series_id,108.85850442449252
agg_sum_agg_palette_sum_color_r&g_grpby_principal_maker,108.75645434235533
title_SVD256=042,108.52041877309482
mat_tec_w2v=059,108.20538215339184
agg_sum_ratio_datingPeriod_durationSurvival_grpby_principal_maker,108.06154950956504
mat_tec_pro_w2v=052,107.92798316478729
title_SVD256=137,107.35781601071358
col_tec_pro_w2v=000,107.31330067416032
more_title_SVD256=211,107.19994838287433
hist_mat_col_tec_pro_w2v=062,107.06651340673368
more_title_SVD256=074,107.06431829929352
mat_tec_pro_w2v=044,106.86130199829738
title_SVD256=094,106.78767464061578
title_SVD256=149,106.39428834617138
mat_tec_pro_w2v=059,106.131679708759
title_SVD256=095,106.07345763097207
title_SVD256=135,105.52565488219261
hist_mat_col_tech_pro_acq_w2v=056,105.45561336850126
more_title_SVD256=163,105.31710633635521
long_title_SVD256=021,105.29300177842379
hist_mat_col_tech_pro_acq_w2v=050,105.08740681906541
mat_tec_pro_w2v=057,104.92037458717823
tec_pro_w2v=062,104.85076250756781
agg_mean_ratio_palletSumColorG_SubTitleH*W*T*D_grpby_principal_maker,103.8681122759978
title_SVD256=100,103.84776680668195
title_SVD256=067,103.77790244917075
agg_sum_agg_palette_sum_color_r&b_grpby_principal_maker,103.64639692256848
title_SVD256=099,103.5290880377094
agg_max_agg_palette_sum_color_r&g_grpby_art_series_id,103.48570632437865
mat_tec_pro_w2v=010,103.34871954719226
title_SVD256=125,102.78415011862914
description_SVD256=075,102.69717518985271
tec_pro_w2v=008,102.62488893792033
agg_min_agg_palette_sum_color_g_grpby_principal_maker,102.46759227911632
agg_max_min_agg_palette_sum_color_g_grpby_principal_maker,102.29148520032565
mat_tec_pro_w2v=033,102.19572275876999
hist_mat_col_tec_pro_w2v=023,102.15977623437841
description_SVD256=143,101.93272491544485
tec_pro_w2v=037,101.7692027464509
more_title_SVD256=059,101.70601190129916
hist_mat_col_tec_pro_w2v=053,101.45864777639508
description_SVD256=142,101.38436953226726
tec_pro_w2v=042,101.14637774725755
agg_sum_agg_palette_sum_color_r&b_grpby_art_series_id,101.11230722318093
prod_palletMeanColorR_SubTitleH*W*T*D,101.06887481113274
hist_col_tec_w2v=056,100.70136459668477
title_SVD256=127,100.54847888400157
agg_sum_ratio_palletSumColorR_SubTitleH*W*T*D_grpby_principal_maker,100.42282129327457
title_SVD256=110,100.25044865906239
mat_col_tec_w2v=007,100.20885305603345
description_SVD256=211,100.02440236508846
description_SVD256=249,99.97862023611863
more_title_SVD256=167,99.76526900629203
col_tec_pro_w2v=032,99.73495182394981
hist_mat_col_tec_pro_w2v=009,99.73202549417813
col_tec_pro_w2v=007,98.94351315001647
title_num_unique_words,98.93241529911757
title_SVD256=041,98.70883890986443
hist_mat_col_tec_pro_w2v=027,98.67670364802082
agg_palette_sum_color_b&g,98.59343748539686
agg_max_sub_title_h*w*t*d_grpby_principal_maker,97.81824713945389
agg_min_sub_title_h*w*t*d_grpby_principal_maker,97.59297958016396
tec_pro_w2v=022,97.29828471442063
long_title_SVD256=161,97.21549433966477
hist_col_tec_w2v=039,97.18797094623248
title_SVD256=129,97.04235139489174
more_title_SVD256=049,96.97969839473565
col_tec_pro_w2v=039,96.24056594073772
tec_pro_w2v=015,96.0651155623297
mat_tec_pro_w2v=013,95.97069275875886
description_SVD256=180,95.94098709523678
mat_tec_pro_w2v=006,95.68433672189713
description_SVD256=185,95.3692767371734
col_tec_pro_w2v=017,95.2821524689595
title_SVD256=079,95.2359294295311
mat_tec_pro_w2v=056,95.05936364084482
col_tec_pro_w2v=045,94.88098532954852
col_tec_w2v=049,94.79700088500977
hist_col_tec_w2v=031,94.77447658777237
tec_pro_w2v=027,94.66875593115886
long_title_SVD256=031,94.6074350674947
hist_mat_col_tech_pro_acq_w2v=015,94.38267150272925
more_title_SVD256=177,94.24182927360137
more_title_SVD256=073,94.07064172625542
description_SVD256=013,93.9497658982873
hist_mat_col_tec_pro_w2v=012,93.86804023136695
mat_tec_pro_w2v=034,93.85915106534958
tec_pro_w2v=033,93.67342933888237
description_SVD256=187,93.41400303691626
col_tec_pro_w2v=012,92.60784757634003
mat_tec_pro_w2v=011,92.37307092050712
mat_col_tec_w2v=036,91.98552374045055
mat_tec_w2v=029,91.64111320177715
agg_mean_ratio_palletSumColorG_SubTitleH*W*T*D_grpby_art_series_id,91.58163274327914
mat_tec_w2v=022,91.47891052563985
hist_col_tec_w2v=033,90.96541984875996
mat_tec_pro_w2v=027,90.72652840614319
col_tec_pro_w2v=047,90.61468033740918
hist_mat_col_tech_pro_acq_w2v=011,90.45345604295532
hist_mat_col_tec_pro_w2v=014,89.96903438617785
hist_mat_col_tec_pro_w2v=034,89.94128816326459
hist_mat_col_tec_pro_w2v=060,89.88279370963573
col_tec_pro_w2v=027,89.87744812915723
mat_tec_pro_w2v=046,89.62066354850928
agg_palette_mean_color_r&b&g,89.58275630325079
hist_mat_col_tec_pro_w2v=049,89.18061533321936
col_tec_pro_w2v=061,89.17629412313302
mat_col_tec_w2v=044,88.86315319935481
prod_palletMeanColorB_SubTitleH*W*T*D,87.44090022643407
agg_palette_mean_color_r&b,86.93567540248235
tec_pro_w2v=000,86.88119368503492
hist_mat_col_tech_pro_acq_w2v=014,86.65928262720506
long_title_num_unique_words,86.57088272521894
hist_mat_col_tech_pro_acq_w2v=047,86.24478507041931
mat_tec_pro_w2v=004,86.17885627349217
col_tec_pro_w2v=041,85.73755824069183
agg_std_ratio_palletSumColorR_SubTitleH*W*T*D_grpby_principal_maker,85.66332425673802
tec_pro_w2v=047,85.38091689596574
hist_mat_col_tech_pro_acq_w2v=009,84.73754420752327
agg_max_agg_palette_sum_color_b&g_grpby_art_series_id,84.53326266507308
hist_mat_col_tec_pro_w2v=061,84.18632600456476
agg_z-score_dating_sorting_date_grpby_art_series_id,84.11749871944387
hist_mat_col_tec_pro_w2v=032,84.0592342292269
mat_tec_pro_w2v=020,83.82125113656123
mat_tec_pro_w2v=000,83.75012292464574
hist_mat_col_tech_pro_acq_w2v=018,83.13199559474985
mat_tec_w2v=061,82.58171752591927
title_SVD256=021,82.36015482246876
hist_mat_col_tec_pro_w2v=029,81.81486548980077
col_tec_pro_w2v=003,81.80346222718556
hist_mat_col_tech_pro_acq_w2v=036,81.59375731895368
hist_col_tec_w2v=030,81.38235382239024
hist_mat_col_tec_pro_w2v=054,81.29578254868586
mat_col_tec_w2v=014,81.1856936365366
mat_tec_pro_w2v=003,81.10839758813381
hist_mat_col_tech_pro_acq_w2v=020,80.9797549645106
mat_col_tec_w2v=001,80.87469319999218
tec_pro_w2v=018,80.65926751742761
col_tec_pro_w2v=052,80.23457275827725
agg_palette_sum_color_b,79.90748647352059
agg_z-score_agg_palette_sum_color_g_grpby_art_series_id,79.87991729999582
description_SVD256=037,79.83714277793963
hist_mat_col_tec_pro_w2v=030,79.50837730119626
tec_pro_w2v=045,78.90300161391497
agg_max_min_diff_dating_year_late2early_grpby_principal_maker,78.43290149172147
hist_col_tec_w2v=038,78.20466937373082
hist_col_tec_w2v=048,78.00256708761056
mat_tec_pro_w2v=049,77.99063085516293
hist_mat_col_tec_pro_w2v=047,77.98769614845514
hist_mat_col_tec_pro_w2v=022,77.83390411237876
title_SVD256=089,77.79876573383808
title_SVD256=096,77.6372916996479
tec_pro_w2v=004,77.28280277053516
agg_max_min_agg_palette_sum_color_r&b&g_grpby_principal_maker,77.22988629341125
hist_mat_col_tec_pro_w2v=026,77.13730583836634
mat_col_tec_w2v=025,76.98403845230739
hist_col_tec_w2v=009,76.83822188774745
hist_col_tec_w2v=027,76.79945913950603
hist_mat_col_tech_pro_acq_w2v=051,76.71336048096418
agg_sum_diff_dating_year_late2early_grpby_principal_maker,76.69495392094056
more_title_SVD256=126,76.64223857472341
hist_mat_col_tech_pro_acq_w2v=031,76.6063441708684
hist_mat_col_tec_pro_w2v=057,76.45979916552703
hist_mat_col_tec_pro_w2v=055,76.17538865158956
col_tec_pro_w2v=022,76.01575549443562
mat_tec_pro_w2v=014,75.90126213928063
mat_tec_w2v=025,75.69882804652055
hist_mat_col_tec_pro_w2v=024,75.41547696044047
mat_col_tec_w2v=029,75.41291667521
hist_mat_col_tec_pro_w2v=001,75.33739995459716
tec_pro_w2v=059,75.0581742549936
hist_col_tec_w2v=034,74.4182351231575
hist_mat_col_tec_pro_w2v=039,73.82824475318193
agg_sum_agg_palette_sum_color_r&b&g_grpby_art_series_id,73.66827243814866
hist_col_tec_w2v=047,73.5932633926471
agg_sum_sub_title_h*w*t*d_grpby_principal_maker,73.53104602297147
col_tec_pro_w2v=010,73.36874961356322
tec_pro_w2v=012,73.2401250700156
hist_mat_col_tec_pro_w2v=033,73.2257691329966
hist_mat_col_tec_pro_w2v=056,72.87692821025848
hist_mat_col_tec_pro_w2v=042,72.75496560707688
technique_w2v=047,72.72750255266826
agg_max_ratio_palletSumColorR_SubTitleH*W*T*D_grpby_principal_maker,71.93139801422755
col_tec_pro_w2v=037,71.7829769377907
agg_z-score_diff_dating_year_late2early_grpby_art_series_id,71.62813356518745
hist_mat_col_tec_pro_w2v=045,71.4444711630543
mat_tec_w2v=005,71.3304403424263
hist_col_tec_w2v=043,71.23923730353515
tec_pro_w2v=002,71.22975548853476
mat_tec_w2v=045,71.07706486185391
tec_pro_w2v=024,71.02889472742875
long_title_num_words,71.02391137679417
agg_max_min_sub_title_h*w*t*d_grpby_principal_maker,70.9049446284771
col_tec_pro_w2v=057,70.83098952223857
tec_pro_w2v=046,70.7198464187483
agg_max_agg_palette_sum_color_r&b_grpby_principal_maker,70.6175771181782
hist_mat_col_tec_pro_w2v=021,70.00745098789533
mat_tec_w2v=008,69.5456676458319
col_tec_pro_w2v=009,69.39133413136005
tec_pro_w2v=005,69.08042285839717
hist_mat_col_tec_pro_w2v=043,68.6575623775522
hist_mat_col_tec_pro_w2v=006,68.50066801160574
tec_pro_w2v=056,68.39902462313573
col_tec_pro_w2v=050,68.27706466118495
col_tec_pro_w2v=028,68.27669957776864
agg_sum_agg_palette_sum_color_b&g_grpby_art_series_id,68.21486590305965
mat_tec_pro_w2v=036,68.10668750603993
col_tec_pro_w2v=053,67.73591000835101
agg_mean_agg_palette_sum_color_r&g_grpby_art_series_id,67.69331617529194
agg_max_agg_palette_sum_color_r&b&g_grpby_art_series_id,67.5429529522856
agg_mean_agg_palette_sum_color_r&b&g_grpby_art_series_id,67.3691945920388
hist_col_tec_w2v=023,67.20423613985379
acquisition_date_month,67.12712704141934
mat_tec_pro_w2v=012,66.95977934698264
title_SVD256=108,66.78860632081826
mat_col_tec_w2v=003,66.61493820945422
CE_more_title,66.57084436714649
tec_pro_w2v=009,66.53904538601637
hist_mat_col_tech_pro_acq_w2v=032,66.23740363369386
col_tec_pro_w2v=056,66.21408667663734
mat_tec_pro_w2v=008,66.19070951640606
